Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0070330~aromatase activity	3	1.0273972602739725	0.07019494904796465	CYP2B6, CYP2A7, CYP1A2	274	27	16881	6.845498783454989	1.0	0.693543814049735	65.7397949764706
GOTERM_MF_DIRECT	GO:0019838~growth factor binding	3	1.0273972602739725	0.07019494904796465	DUSP1, LIFR, GHR	274	27	16881	6.845498783454989	1.0	0.693543814049735	65.7397949764706
GOTERM_CC_DIRECT	GO:0000794~condensed nuclear chromosome	3	1.0273972602739725	0.07102633776097173	NEK2, CHEK1, TUBG1	287	28	18224	6.803384768541563	0.9999999982902525	0.4205016350795784	62.12578160402287
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	4	1.36986301369863	0.07358531891223791	CCNB1, DCN, FOSB, CXCL12	278	59	16792	4.095110352396049	1.0	0.7222556996145832	72.21687643121035
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	18	6.164383561643835	0.07476666916133035	ASPN, MASP1, MASP2, PAMR1, CDHR2, F9, STAB2, MAN1C1, GCH1, S100A12, CLGN, PLSCR4, FAT4, CCBE1, PROZ, OIT3, MELK, EHD3	274	717	16881	1.5466817335002903	1.0	0.707311804455796	68.13719510807852
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	13	4.4520547945205475	0.07499130416997693	KIF14, STIL, CDK1, SOCS2, FIGNL1, IGF1, AURKA, BIRC5, PLAC8, EDNRB, DUSP1, NGFR, BARD1	278	455	16792	1.7257965056526208	1.0	0.7255650926526682	72.91502885350263
GOTERM_BP_DIRECT	GO:0051289~protein homotetramerization	4	1.36986301369863	0.07655506314473348	MAT1A, FBP1, CBR4, ACADL	278	60	16792	4.026858513189449	1.0	0.7295386789937677	73.6721347217427
GOTERM_MF_DIRECT	GO:0016887~ATPase activity	7	2.3972602739726026	0.07724393467225245	KIF23, KIF14, BLM, MSH2, KIF15, ATAD2, KIF20A	274	183	16881	2.3566471221730283	1.0	0.7099170894248005	69.37000937625342
GOTERM_BP_DIRECT	GO:0045931~positive regulation of mitotic cell cycle	3	1.0273972602739725	0.0774192034779421	CCNB1, CDK1, BIRC5	278	28	16792	6.471736896197329	1.0	0.7300810979458465	74.08193178863114
GOTERM_BP_DIRECT	GO:0009755~hormone-mediated signaling pathway	3	1.0273972602739725	0.0774192034779421	CRHBP, GCGR, GHR	278	28	16792	6.471736896197329	1.0	0.7300810979458465	74.08193178863114
GOTERM_MF_DIRECT	GO:0042609~CD4 receptor binding	2	0.684931506849315	0.0782957250879614	PLSCR4, FYN	274	5	16881	24.643795620437956	1.0	0.7056432314303904	69.87986547619829
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	4	1.36986301369863	0.07957690342899199	GPC3, ADH4, CYP4V2, BCO2	278	61	16792	3.960844439202736	1.0	0.7366344262393757	75.07913669499415
GOTERM_BP_DIRECT	GO:0007100~mitotic centrosome separation	2	0.684931506849315	0.07981230058451946	KIF11, AURKA	278	5	16792	24.16115107913669	1.0	0.7342174946075877	75.1857179124892
GOTERM_BP_DIRECT	GO:0014834~skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration	2	0.684931506849315	0.07981230058451946	EZH2, IGF1	278	5	16792	24.16115107913669	1.0	0.7342174946075877	75.1857179124892
GOTERM_BP_DIRECT	GO:0000212~meiotic spindle organization	2	0.684931506849315	0.07981230058451946	AURKA, TUBG1	278	5	16792	24.16115107913669	1.0	0.7342174946075877	75.1857179124892
GOTERM_BP_DIRECT	GO:0090266~regulation of mitotic cell cycle spindle assembly checkpoint	2	0.684931506849315	0.07981230058451946	CCNB1, DUSP1	278	5	16792	24.16115107913669	1.0	0.7342174946075877	75.1857179124892
GOTERM_BP_DIRECT	GO:0045910~negative regulation of DNA recombination	2	0.684931506849315	0.07981230058451946	BLM, MSH2	278	5	16792	24.16115107913669	1.0	0.7342174946075877	75.1857179124892
GOTERM_BP_DIRECT	GO:0006469~negative regulation of protein kinase activity	5	1.7123287671232876	0.08124660030354844	ASPN, BGN, SOCS2, DCN, GADD45B	278	99	16792	3.050650388779885	1.0	0.7372869659929868	75.82592289833178
GOTERM_BP_DIRECT	GO:0030203~glycosaminoglycan metabolic process	3	1.0273972602739725	0.08227845484332667	BGN, GPC3, DCN	278	29	16792	6.248573554949145	1.0	0.7384865645719634	76.27685351918655
GOTERM_CC_DIRECT	GO:0005694~chromosome	5	1.7123287671232876	0.08343719558779047	KIF4A, DTL, NUSAP1, CDCA5, SMC4	287	105	18224	3.02372656379625	0.9999999999571006	0.46645659538412587	68.27747337458501
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	4	1.36986301369863	0.08894666467037178	ACSM3, EPHX2, CETP, ANGPTL3	278	64	16792	3.775179856115108	1.0	0.7633557573873166	79.00562650650178
GOTERM_CC_DIRECT	GO:0005658~alpha DNA polymerase:primase complex	2	0.684931506849315	0.09055554955416895	PRIM1, MCM3	287	6	18224	21.16608594657375	0.9999999999949339	0.48669414373033015	71.37497750304722
GOTERM_CC_DIRECT	GO:0005828~kinetochore microtubule	2	0.684931506849315	0.09055554955416895	KIF18A, KNTC1	287	6	18224	21.16608594657375	0.9999999999949339	0.48669414373033015	71.37497750304722
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	5	1.7123287671232876	0.0908243383564632	F8, IGF1, HGF, ECM1, PLG	278	103	16792	2.9321785290214426	1.0	0.7675514810677179	79.71900604153956
GOTERM_BP_DIRECT	GO:0071479~cellular response to ionizing radiation	3	1.0273972602739725	0.09226560201410727	RAD51AP1, BLM, FIGNL1	278	31	16792	5.84543977721049	1.0	0.7699373024074883	80.25105083418913
GOTERM_MF_DIRECT	GO:0004003~ATP-dependent DNA helicase activity	3	1.0273972602739725	0.09418192134263921	BLM, BRIP1, MCM6	274	32	16881	5.775889598540146	1.0	0.7646444767797763	76.68011359554838
GOTERM_BP_DIRECT	GO:0046134~pyrimidine nucleoside biosynthetic process	2	0.684931506849315	0.09499619244624342	TYMS, DHODH	278	6	16792	20.134292565947245	1.0	0.7770869212238489	81.22325780991847
GOTERM_BP_DIRECT	GO:0021695~cerebellar cortex development	2	0.684931506849315	0.09499619244624342	KIF14, EZH2	278	6	16792	20.134292565947245	1.0	0.7770869212238489	81.22325780991847
GOTERM_BP_DIRECT	GO:0032873~negative regulation of stress-activated MAPK cascade	2	0.684931506849315	0.09499619244624342	FOXM1, PBK	278	6	16792	20.134292565947245	1.0	0.7770869212238489	81.22325780991847
GOTERM_BP_DIRECT	GO:0006066~alcohol metabolic process	2	0.684931506849315	0.09499619244624342	ADH4, ALDH2	278	6	16792	20.134292565947245	1.0	0.7770869212238489	81.22325780991847
GOTERM_BP_DIRECT	GO:0031536~positive regulation of exit from mitosis	2	0.684931506849315	0.09499619244624342	BIRC5, CDCA5	278	6	16792	20.134292565947245	1.0	0.7770869212238489	81.22325780991847
GOTERM_BP_DIRECT	GO:0071286~cellular response to magnesium ion	2	0.684931506849315	0.09499619244624342	ANK3, FBP1	278	6	16792	20.134292565947245	1.0	0.7770869212238489	81.22325780991847
GOTERM_BP_DIRECT	GO:0019800~peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan	2	0.684931506849315	0.09499619244624342	BGN, DCN	278	6	16792	20.134292565947245	1.0	0.7770869212238489	81.22325780991847
GOTERM_BP_DIRECT	GO:0001764~neuron migration	5	1.7123287671232876	0.09580715326740781	GPM6A, FYN, AXL, CXCL12, ASPM	278	105	16792	2.876327509421034	1.0	0.7769660915523653	81.50321085894832
GOTERM_BP_DIRECT	GO:0000722~telomere maintenance via recombination	3	1.0273972602739725	0.09738501815008438	PRIM1, RFC4, FEN1	278	32	16792	5.662769784172663	1.0	0.7796301681442463	82.0366973422099
GOTERM_BP_DIRECT	GO:0001974~blood vessel remodeling	3	1.0273972602739725	0.09738501815008438	BGN, RSPO3, AXL	278	32	16792	5.662769784172663	1.0	0.7796301681442463	82.0366973422099
